name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
Ambur Dum Biriyani,No,No,3,10,Quick Bites,Biryani,200,Dine-out,Indiranagar
Chai & Kadi,No,No,3,30,Quick Bites,South Indian,200,Dine-out,Indiranagar
Fullyfilled,Yes,No,4,48,Quick Bites,others,200,Dine-out,Indiranagar
Chaithanya Veg,No,No,3,38,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Indiranagar
Lazer Castle,No,No,3,28,Quick Bites,Fast Food,300,Dine-out,Indiranagar
Popat,Yes,No,3,43,Quick Bites,North Indian,300,Dine-out,Indiranagar
Om Sai Skanda Dosa Camp,No,No,3,29,Quick Bites,South Indian,150,Dine-out,Indiranagar
Sree Vinayaka Puttukada,No,No,3,0,Quick Bites,"Kerala, South Indian",250,Dine-out,Indiranagar
Vani Hindu Military Hotel,No,No,3,4,Quick Bites,South Indian,250,Dine-out,Indiranagar
Chaithanya Xpress,No,No,3,12,Quick Bites,"South Indian, North Indian",300,Dine-out,Indiranagar
Punjabi Khazana,No,No,3,40,Quick Bites,North Indian,400,Dine-out,Indiranagar
Rolls On Wheels,No,No,3,122,Quick Bites,others,200,Dine-out,Indiranagar
Goli Vada Pav No. 1,No,No,3,39,Quick Bites,Street Food,200,Dine-out,Indiranagar
Himalyan Inn Tibet Kitchen,No,No,3,42,Quick Bites,"Chinese, Momos",400,Dine-out,Indiranagar
Chitu's Kitchen,No,No,3,10,Quick Bites,"North Indian, Chinese",450,Dine-out,Indiranagar
Dal Chawal Roti,Yes,No,3,10,Quick Bites,"North Indian, Chinese",350,Dine-out,Indiranagar
Breadworks,Yes,No,2,48,others,others,500,Dine-out,Indiranagar
Dine  9 Paratha Corner,Yes,No,3,33,Quick Bites,"North Indian, Chinese",300,Dine-out,Indiranagar
Tayabbs,Yes,No,4,736,Quick Bites,others,500,Dine-out,Indiranagar
Smoodys,No,No,3,14,Quick Bites,others,350,Dine-out,Indiranagar
Ice Cubes,No,No,3,16,Quick Bites,others,300,Dine-out,Indiranagar
BR Military Hotel,No,No,3,6,Quick Bites,South Indian,300,Dine-out,Indiranagar
Five Star Cafe,No,No,3,29,Quick Bites,Fast Food,350,Dine-out,Indiranagar
King Burger Cafeteria,No,No,3,11,Quick Bites,others,250,Dine-out,Indiranagar
Unique Brew Cafe Resto,No,No,3,0,Quick Bites,Biryani,150,Dine-out,Indiranagar
Bangalore Hotel,No,No,3,0,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Bismillah Ambur Biryani,No,No,3,8,Quick Bites,Biryani,150,Dine-out,Indiranagar
Reddy's Hotel,No,No,3,0,Quick Bites,Andhra,150,Dine-out,Indiranagar
Malabar Cafe,No,No,3,0,Quick Bites,"Kerala, South Indian",350,Dine-out,Indiranagar
Kolkatta Famous Chat,Yes,No,3,22,Quick Bites,others,100,Dine-out,Indiranagar
Manju's Kitchen,Yes,No,3,13,Quick Bites,Biryani,200,Dine-out,Indiranagar
Kolkata Rolls & Hot Dum Biriyani On Dial,Yes,No,3,22,Quick Bites,"Fast Food, Rolls",400,Dine-out,Indiranagar
Suvaai Restaurant,Yes,No,3,11,Quick Bites,South Indian,100,Dine-out,Indiranagar
Sai Donne Biryani,Yes,No,3,9,Quick Bites,others,350,Dine-out,Indiranagar
Ideal Kitchen,Yes,No,3,26,Quick Bites,others,250,Dine-out,Indiranagar
Sri Lakshmi Darshini Canteen,No,No,3,0,Quick Bites,South Indian,250,Dine-out,Indiranagar
Biryani Bazar,No,No,3,4,Quick Bites,Biryani,250,Dine-out,Indiranagar
New Roll Centre,No,No,3,7,Quick Bites,"Fast Food, Rolls",150,Dine-out,Indiranagar
Shahi Biryani,No,No,3,0,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Tasty Momos,No,No,3,0,Quick Bites,Chinese,200,Dine-out,Indiranagar
Brindhavanam Refreshment,No,No,3,0,Quick Bites,South Indian,200,Dine-out,Indiranagar
SSD Kitchen,No,No,3,0,Quick Bites,Biryani,150,Dine-out,Indiranagar
Sri Sai Ganesh Andhra Mess,No,No,3,0,Quick Bites,Andhra,300,Dine-out,Indiranagar
Best Biryani,No,No,3,0,Quick Bites,"Biryani, North Indian",300,Dine-out,Indiranagar
Mini Wok,No,No,3,0,Quick Bites,others,200,Dine-out,Indiranagar
Homely Kitchen,Yes,No,3,0,"Takeaway, Delivery","North Indian, Chinese",300,Dine-out,Indiranagar
Sri Vasavi Super Sandwich,No,No,3,19,Quick Bites,others,200,Dine-out,Indiranagar
Juiceca,No,No,3,0,Quick Bites,others,200,Dine-out,Indiranagar
Bismillah Ambur Biryani,No,No,3,0,Quick Bites,others,200,Dine-out,Indiranagar
Cool cafe,No,No,3,0,Quick Bites,"Beverages, Fast Food",200,Dine-out,Indiranagar
Hotel Blue Land,No,No,3,0,Quick Bites,South Indian,200,Dine-out,Indiranagar
New Ambur Hot Dum Biryani,No,No,3,0,Quick Bites,Biryani,150,Dine-out,Indiranagar
Hatti Kaapi,No,No,3,0,Quick Bites,others,200,Dine-out,Indiranagar
Bat Chef,Yes,No,2,26,Quick Bites,Fast Food,500,Dine-out,Indiranagar
Sree Ganesh Juice Center,Yes,No,3,0,Quick Bites,others,100,Dine-out,Indiranagar
SOS,Yes,No,3,0,Quick Bites,others,300,Dine-out,Indiranagar
Pathy's Kitchen,Yes,No,3,21,Quick Bites,Andhra,500,Dine-out,Indiranagar
Chowpatty,Yes,No,3,924,Quick Bites,others,300,Dine-out,Indiranagar
Fresh Aahar,Yes,No,3,37,Quick Bites,others,400,Dine-out,Indiranagar
Juicemaker,No,No,3,38,Quick Bites,others,250,Dine-out,Indiranagar
Donne Biriyani House,Yes,No,4,472,Quick Bites,Biryani,300,Dine-out,Indiranagar
Kerala Mess,No,No,3,33,Quick Bites,Kerala,300,Dine-out,Indiranagar
Punjabi Dhaba,Yes,No,2,53,Quick Bites,"North Indian, Chinese",300,Dine-out,Indiranagar
Loveshack,No,Yes,4,1724,others,others,1600,Dine-out,Indiranagar
Pot Biryani,Yes,No,3,456,Casual Dining,others,600,Dine-out,Indiranagar
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4,2031,others,others,1700,Dine-out,Indiranagar
Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4,217,Casual Dining,others,1500,Dine-out,Indiranagar
Mani's Dum Biryani,Yes,No,4,682,Casual Dining,"Biryani, Kebab",750,Dine-out,Indiranagar
Plantain Leaf,Yes,No,3,521,Casual Dining,others,600,Dine-out,Indiranagar
Green Pepper,Yes,No,3,259,Casual Dining,others,600,Dine-out,Indiranagar
Vembanad - The Paul,No,Yes,4,325,Casual Dining,others,1800,Dine-out,Indiranagar
Beijing Bites,Yes,No,3,282,Casual Dining,"Chinese, Thai",850,Dine-out,Indiranagar
The Hub & The Bar - Hotel Ramada Encore,No,No,4,115,"Casual Dining, Bar",others,1700,Dine-out,Indiranagar
Coast,Yes,No,3,59,Casual Dining,others,750,Dine-out,Indiranagar
Rannaghar,Yes,No,3,138,Casual Dining,others,600,Dine-out,Indiranagar
The Paramount Hotel,Yes,No,2,319,Casual Dining,others,1000,Dine-out,Indiranagar
Mood For Food,Yes,No,4,146,Casual Dining,"North Indian, Biryani",800,Dine-out,Indiranagar
Talk Over Table,No,No,4,284,Cafe,Cafe,500,Dine-out,Indiranagar
The Biryanis,Yes,No,3,426,Casual Dining,others,500,Dine-out,Indiranagar
Delicacy,Yes,No,3,647,Casual Dining,"Chinese, Thai, Momos",500,Dine-out,Indiranagar
Bekal,Yes,No,4,277,Casual Dining,others,700,Dine-out,Indiranagar
D'Cafe,No,No,3,16,Cafe,others,500,Dine-out,Indiranagar
Gurukrupa Paratha House,Yes,No,3,330,Casual Dining,"North Indian, Chinese",500,Dine-out,Indiranagar
The Velu's,No,No,3,12,others,others,200,Dine-out,Indiranagar
Chef Inn Regency,No,No,3,4,"Casual Dining, Bar",others,800,Dine-out,Indiranagar
Knight Riders,No,No,2,25,others,others,1000,Dine-out,Indiranagar
Red Chilliez,Yes,No,3,216,Casual Dining,others,550,Dine-out,Indiranagar
Jaishree Pavilion,No,No,3,34,Casual Dining,"North Indian, South Indian, Chinese",700,Dine-out,Indiranagar
Sree Spicy Hub,Yes,No,3,224,Casual Dining,others,600,Dine-out,Indiranagar
Chaai Resto,Yes,No,3,0,Cafe,others,200,Dine-out,Indiranagar
Savoury Express,Yes,No,3,31,Casual Dining,Arabian,800,Dine-out,Indiranagar
Vinny's,Yes,No,4,360,Casual Dining,others,600,Dine-out,Indiranagar
Bengaluru House,No,No,3,45,Casual Dining,South Indian,500,Dine-out,Indiranagar
Donne Biriyani Mane,Yes,No,3,161,Casual Dining,"Biryani, Kebab",400,Dine-out,Indiranagar
Masala Dani - The Paul,No,No,3,56,Casual Dining,others,1800,Dine-out,Indiranagar
Andhra Mess,Yes,No,3,128,others,others,400,Dine-out,Indiranagar
Quench Bar,No,No,4,108,others,others,1300,Dine-out,Indiranagar
Malabar,Yes,No,3,159,Quick Bites,others,400,Dine-out,Indiranagar
Banana Leaf,No,No,3,12,Casual Dining,Andhra,500,Dine-out,Indiranagar
Walnut Kitchen,No,No,3,10,Quick Bites,others,500,Dine-out,Indiranagar
Bharanis,Yes,No,3,16,Casual Dining,"Andhra, Biryani",600,Dine-out,Indiranagar
Sbarro,No,No,3,16,Quick Bites,Pizza,500,Dine-out,Indiranagar
New Shanthi Sagar,No,No,2,118,Casual Dining,others,450,Dine-out,Indiranagar
Fazzito Kitchen,No,No,3,210,Casual Dining,North Indian,700,Dine-out,Indiranagar
Night Booze,No,No,3,8,"Casual Dining, Bar","North Indian, Fast Food",600,Dine-out,Indiranagar
Sandras Bar & Restaurant,No,No,3,10,Casual Dining,North Indian,600,Dine-out,Indiranagar
Allahabadi Tadaka,No,No,2,46,Casual Dining,North Indian,250,Dine-out,Indiranagar
Avanti Indian Barbeque & Grill,No,No,3,46,Casual Dining,North Indian,1100,Dine-out,Indiranagar
Sri Ganesh Fruit Juice Centre,Yes,No,3,17,others,others,100,Dine-out,Indiranagar
Chinese Fire Dragon,Yes,No,3,25,Casual Dining,others,550,Dine-out,Indiranagar
Swaadpurna,Yes,No,3,51,Casual Dining,others,450,Dine-out,Indiranagar
Ambur Hot Dum Biriyani,No,No,3,5,Quick Bites,Biryani,200,Dine-out,Indiranagar
Serenitea4u,No,No,3,9,others,"Beverages, Fast Food",100,Dine-out,Indiranagar
Haveli,No,No,3,22,Casual Dining,"North Indian, Chinese",300,Dine-out,Indiranagar
Taste Of Nawaab's,No,No,3,22,Casual Dining,"North Indian, Chinese",600,Dine-out,Indiranagar
Cafe Velvette,No,No,3,11,others,others,400,Dine-out,Indiranagar
Hot Spot Cafe,No,No,2,17,Cafe,"Cafe, Fast Food",150,Dine-out,Indiranagar
The Cool Zone,No,No,3,0,others,others,100,Dine-out,Indiranagar
Rahaman's Mess,No,No,3,0,others,others,200,Dine-out,Indiranagar
Aahar Cafe,No,No,3,0,Cafe,Cafe,300,Dine-out,Indiranagar
Nawabi Kitchen,No,No,3,0,Casual Dining,"North Indian, Chinese",600,Dine-out,Indiranagar
9th Cross Cafe,No,No,3,12,Cafe,others,550,Dine-out,Indiranagar
Sri Udupi Food Hub,No,No,3,0,Casual Dining,others,500,Dine-out,Indiranagar
Aathurar,Yes,No,3,574,Casual Dining,others,600,Dine-out,Indiranagar
Kaayal,Yes,No,3,253,Casual Dining,others,500,Dine-out,Indiranagar
Chakh Le Foods,Yes,Yes,3,257,Casual Dining,others,500,Dine-out,Indiranagar
Kerala Vibes,No,No,3,80,Casual Dining,Kerala,500,Dine-out,Indiranagar
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Yes,No,4,580,Quick Bites,others,450,Dine-out,Indiranagar
Cafe Grill,Yes,No,4,496,Quick Bites,others,300,Dine-out,Indiranagar
Samosa Party,Yes,No,4,372,Quick Bites,others,150,Dine-out,Indiranagar
Chandni Chowk 2 Bangalore,Yes,No,4,241,Quick Bites,others,400,Dine-out,Indiranagar
Motis Kitchen,Yes,No,4,551,Quick Bites,others,350,Dine-out,Indiranagar
DVG Benne Dosa,Yes,No,4,25,Quick Bites,South Indian,150,Dine-out,Indiranagar
Red Kitchen,Yes,No,3,146,Quick Bites,"North Indian, South Indian, Chinese",200,Dine-out,Indiranagar
Snacks Joint,Yes,No,3,185,Quick Bites,Fast Food,150,Dine-out,Indiranagar
Kerala Pavilion,Yes,No,3,302,Quick Bites,others,300,Dine-out,Indiranagar
Spicy Corner,Yes,No,3,187,Quick Bites,others,250,Dine-out,Indiranagar
Bharpur Aahar,Yes,No,3,418,Quick Bites,"North Indian, Chinese",200,Dine-out,Indiranagar
Sri Krishna Sagar,No,No,3,64,Quick Bites,others,150,Dine-out,Indiranagar
Taza Tawa,Yes,No,3,168,Quick Bites,others,450,Dine-out,Indiranagar
Thunder Fried Chicken,Yes,No,3,179,Quick Bites,others,350,Dine-out,Indiranagar
Hotel Karavali,Yes,No,3,257,Quick Bites,others,450,Dine-out,Indiranagar
Johny's Kitchen,Yes,No,4,59,Quick Bites,"North Indian, South Indian",300,Dine-out,Indiranagar
Laddoos,Yes,No,2,229,others,others,250,Dine-out,Indiranagar
Chai Resto,No,No,3,5,Quick Bites,others,200,Dine-out,Indiranagar
Banarasi Tadka,No,No,2,16,Quick Bites,North Indian,200,Dine-out,Indiranagar
Venus Biryani,Yes,No,3,143,Quick Bites,others,200,Dine-out,Indiranagar
No More Hungry,Yes,No,3,214,Quick Bites,North Indian,450,Dine-out,Indiranagar
Faasos,Yes,No,4,110,Quick Bites,others,500,Dine-out,Indiranagar
Swaad,Yes,No,3,25,Quick Bites,North Indian,200,Dine-out,Indiranagar
Bob's Restaurant,Yes,No,4,330,Quick Bites,"North Indian, Chinese",500,Dine-out,Indiranagar
Calcutta Victoria Chat House,No,No,3,217,Quick Bites,Street Food,150,Dine-out,Indiranagar
Omleterian,Yes,No,3,0,Quick Bites,others,200,Dine-out,Indiranagar
Meat And Eat,Yes,No,3,73,Quick Bites,"Fast Food, Burger",500,Dine-out,Indiranagar
Shri Krishna Bhavan,No,No,3,96,Quick Bites,others,350,Dine-out,Indiranagar
Nizaam's Kaati Rolls & Kebabs,Yes,No,3,110,Quick Bites,others,450,Dine-out,Indiranagar
Rajan's Cafe,Yes,No,2,79,Quick Bites,"North Indian, Chinese, Fast Food",300,Dine-out,Indiranagar
Momo Rice Noodles,Yes,No,3,84,Quick Bites,"Chinese, Momos",600,Dine-out,Indiranagar
Bun Maska Chai,Yes,No,3,120,Quick Bites,others,250,Dine-out,Indiranagar
Neer Dose Fish Land,No,No,3,8,Quick Bites,others,250,Dine-out,Indiranagar
Brea,Yes,No,3,34,others,others,300,Dine-out,Indiranagar
SLV Andhra Mess,Yes,No,3,5,Quick Bites,"Chinese, North Indian",200,Dine-out,Indiranagar
SKY FOG,No,No,3,5,others,others,300,Dine-out,Indiranagar
Amrutha Sweets,No,No,3,36,Quick Bites,others,200,Dine-out,Indiranagar
Sagar Deluxe,Yes,No,3,148,Quick Bites,"South Indian, North Indian, Chinese",350,Dine-out,Indiranagar
Mary Cafe,No,No,3,17,Quick Bites,others,150,Dine-out,Indiranagar
Biryani Club,No,No,2,31,Quick Bites,"South Indian, Biryani",400,Dine-out,Indiranagar
Bhikaram Chandmal Bhujiawala,No,No,3,70,Quick Bites,others,200,Dine-out,Indiranagar
Lazzat Biriyani,No,No,3,0,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Juice Planet Food Corner,No,No,3,0,Quick Bites,others,150,Dine-out,Indiranagar
Aysha Restaurant,No,No,3,0,Quick Bites,"North Indian, Chinese",200,Dine-out,Indiranagar
Biryani Point,No,No,3,0,Quick Bites,Biryani,300,Dine-out,Indiranagar
Paisa Vasool,Yes,No,3,8,Quick Bites,North Indian,400,Dine-out,Indiranagar
Roti Shotti,Yes,No,3,61,Quick Bites,North Indian,400,Dine-out,Indiranagar
Ambur Hot Dum Biriyani & Kabab Center,No,No,3,0,Quick Bites,"Biryani, Kebab",200,Dine-out,Indiranagar
Home Touch Hotel,No,No,3,4,Quick Bites,others,150,Dine-out,Indiranagar
Biryani Palace,No,No,3,7,Quick Bites,"Biryani, Fast Food",200,Dine-out,Indiranagar
Krish Punjabi Kitchen,No,No,3,17,Quick Bites,North Indian,500,Dine-out,Indiranagar
Donne Biryani Angadi Mane,No,No,3,8,Quick Bites,"Biryani, South Indian",250,Dine-out,Indiranagar
Sri Lakshmi Darshini,No,No,3,5,Quick Bites,"South Indian, North Indian",150,Dine-out,Indiranagar
Kolkata Famous Kati Roll,No,No,3,0,Quick Bites,others,150,Dine-out,Indiranagar
Bismilla Vaniyambadi Biriyani,No,No,3,0,Quick Bites,"Biryani, North Indian",200,Dine-out,Indiranagar
Refresh,No,No,3,0,Quick Bites,Fast Food,150,Dine-out,Indiranagar
Nimma Mane,No,No,3,0,Quick Bites,South Indian,100,Dine-out,Indiranagar
The Spicy Kitchen,Yes,No,3,15,Quick Bites,others,300,Dine-out,Indiranagar
Snack'Ups,Yes,No,3,61,Quick Bites,Fast Food,250,Dine-out,Indiranagar
Eggzotic,No,No,4,391,Quick Bites,others,500,Dine-out,Indiranagar
Pizza Stop,Yes,No,3,166,Quick Bites,others,600,Dine-out,Indiranagar
Khushi Kitchen,Yes,No,3,69,Quick Bites,others,400,Dine-out,Indiranagar
Domlur Cafe,No,No,3,0,Quick Bites,South Indian,200,Dine-out,Indiranagar
Chai Masthi,Yes,No,3,9,Quick Bites,others,200,Dine-out,Indiranagar
Shiv Sagar,No,No,3,0,Quick Bites,others,250,Dine-out,Indiranagar
ONS Food,No,No,3,0,Quick Bites,"North Indian, Chinese",150,Dine-out,Indiranagar
Big Pitcher,No,Yes,4,9041,others,others,1800,Dine-out,Indiranagar
Yauatcha,No,Yes,4,2332,others,others,2800,Dine-out,Indiranagar
Citrus - The Leela Palace,No,Yes,4,590,others,others,3500,Dine-out,Indiranagar
Rim Naam - The Oberoi,No,No,4,979,others,others,3000,Dine-out,Indiranagar
The Tao Terraces,Yes,Yes,4,1907,Casual Dining,others,2100,Dine-out,Indiranagar
Caraway Kitchen - Conrad Bengaluru,No,Yes,4,147,others,others,2800,Dine-out,Indiranagar
Jamavar - The Leela Palace,No,Yes,4,519,others,"North Indian, South Indian",4000,Dine-out,Indiranagar
CloudNYN - Sterling Mac Hotel,No,No,4,403,others,Finger Food,1000,Dine-out,Indiranagar
Zaitoon,Yes,Yes,4,2015,Casual Dining,others,1000,Dine-out,Indiranagar
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4,689,others,others,1700,Dine-out,Indiranagar
Limelight - Royal Orchid Hotel,No,Yes,4,421,others,others,2200,Dine-out,Indiranagar
Tiamo - Conrad Bengaluru,No,Yes,4,139,others,others,2500,Dine-out,Indiranagar
Le Jardin - The Oberoi,No,No,4,687,others,others,3000,Dine-out,Indiranagar
Bangalore Pub Exchange,No,Yes,4,207,others,others,1000,Dine-out,Indiranagar
20 Char - Sterlings MAC Hotel,Yes,Yes,4,419,"Casual Dining, Bar",others,1400,Dine-out,Indiranagar
Carnival de Goa,Yes,Yes,4,980,"Casual Dining, Bar",others,1000,Dine-out,Indiranagar
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4,563,others,others,2500,Dine-out,Indiranagar
Zen - The Leela Palace,No,Yes,4,245,others,others,3500,Dine-out,Indiranagar
Tiger Trail - Royal Orchid Hotel,No,Yes,4,303,others,North Indian,2000,Dine-out,Indiranagar
Hyderabad Biryaani House,Yes,No,3,1615,Casual Dining,"Biryani, North Indian, Chinese",550,Dine-out,Indiranagar
Naachiyar's,Yes,No,3,117,Casual Dining,others,600,Dine-out,Indiranagar
Mikusu - Conrad Bengaluru,No,Yes,4,80,others,others,3000,Dine-out,Indiranagar
XU,No,Yes,4,427,others,others,2400,Dine-out,Indiranagar
Smaaash,No,Yes,4,536,others,others,1500,Dine-out,Indiranagar
Le Cirque Signature - The Leela Palace,No,Yes,4,126,others,others,6000,Dine-out,Indiranagar
Indian Durbar - Conrad Bengaluru,No,Yes,3,48,others,North Indian,3000,Dine-out,Indiranagar
Slo' Food Co.2,No,No,3,41,Casual Dining,others,2000,Dine-out,Indiranagar
Memories of China - Taj MG Road Bengaluru,No,Yes,4,449,others,"Chinese, Momos",3000,Dine-out,Indiranagar
Ice - Taj MG Road Bengaluru,No,Yes,4,609,others,Continental,2800,Dine-out,Indiranagar
The Grill House,Yes,Yes,4,765,"Casual Dining, Bar",others,1200,Dine-out,Indiranagar
Foodhall,Yes,No,4,111,Casual Dining,others,1000,Dine-out,Indiranagar
Shebestan - Sterlings MAC Hotel,No,Yes,4,405,Casual Dining,Arabian,1500,Dine-out,Indiranagar
Fort Kochi,No,Yes,4,334,"Casual Dining, Bar",others,1800,Dine-out,Indiranagar
i-Bar - The Park Bangalore,No,No,3,617,others,others,3000,Dine-out,Indiranagar
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4,117,Casual Dining,others,2000,Dine-out,Indiranagar
Marzipan Cafe & Bakery,Yes,No,4,431,others,others,700,Dine-out,Indiranagar
Odia Dine,No,No,3,47,Casual Dining,others,400,Dine-out,Indiranagar
Tasting Room - Bengaluru Oota Company,No,No,4,58,Casual Dining,others,2000,Dine-out,Indiranagar
Rahhams,Yes,No,2,413,Casual Dining,others,700,Dine-out,Indiranagar
Suchithra Biryani House,No,No,3,287,Casual Dining,others,450,Dine-out,Indiranagar
Sri Udupi Park,Yes,No,3,443,Casual Dining,"South Indian, Chinese, North Indian",400,Dine-out,Indiranagar
Amritsari Kulcha Bite,Yes,No,3,99,Quick Bites,North Indian,150,Dine-out,Indiranagar
Indian Spice Food,Yes,No,3,0,Quick Bites,"North Indian, Chinese",300,Dine-out,Indiranagar
New Udupi Garden,No,No,3,14,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Indiranagar
Chef's Cap Chinese Cuisine Restaurant,Yes,No,3,30,Quick Bites,Chinese,400,Dine-out,Indiranagar
Nizam's Biryani House,No,No,3,0,Casual Dining,"North Indian, Biryani",1000,Dine-out,Indiranagar
Bhookha Sher,Yes,No,3,8,Quick Bites,"North Indian, Fast Food",350,Dine-out,Indiranagar
Polo Club - The Oberoi,No,No,4,115,others,others,3000,Dine-out,Indiranagar
Szechwan Court - The Oberoi,No,No,4,168,others,Chinese,2500,Dine-out,Indiranagar
Library Bar - The Leela Palace,No,No,3,108,others,Finger Food,3000,Dine-out,Indiranagar
Shahi Family Restaurant,Yes,No,3,66,Quick Bites,"North Indian, Chinese, South Indian",350,Dine-out,Indiranagar
Ramji Chaiwale,Yes,No,3,122,Quick Bites,"Beverages, Fast Food",250,Dine-out,Indiranagar
Aqua - The Park Bangalore,No,Yes,4,195,others,others,3000,Dine-out,Indiranagar
Brown Crust Cafe,No,No,2,18,Cafe,others,300,Dine-out,Indiranagar
Hotel Salala,No,No,3,73,Quick Bites,others,400,Dine-out,Indiranagar
New Alameen Restaurant,Yes,No,3,23,Quick Bites,others,300,Dine-out,Indiranagar
Hotel Dil Coorg,Yes,No,3,78,Quick Bites,"North Indian, South Indian",300,Dine-out,Indiranagar
Status,Yes,No,3,119,Casual Dining,"Chinese, North Indian",550,Dine-out,Indiranagar
Zawaa Foods,Yes,No,3,0,Quick Bites,others,400,Dine-out,Indiranagar
New Kudla Family Resturant,Yes,No,3,4,Quick Bites,"North Indian, Chinese",450,Dine-out,Indiranagar
The Punjabi Bites,No,No,3,82,Quick Bites,North Indian,150,Dine-out,Indiranagar
Mighty Small,No,No,4,258,"Casual Dining, Bar",others,1200,Dine-out,Indiranagar
Kolkata Famous Kati Rolls,No,No,3,8,others,"Fast Food, Rolls",150,Dine-out,Indiranagar
Monsoon - The Park Bangalore,No,Yes,4,271,others,others,3000,Dine-out,Indiranagar
New Punjabi Hotel,Yes,No,3,393,Quick Bites,"North Indian, Chinese",400,Dine-out,Indiranagar
Oyster Bay,No,No,3,5,Casual Dining,North Indian,550,Dine-out,Indiranagar
WAT Bar - Sterlings MAC Hotel,No,No,3,46,others,Continental,1800,Dine-out,Indiranagar
Java,No,No,3,39,Casual Dining,"North Indian, Chinese",700,Dine-out,Indiranagar
Retro Lounge Bar,No,Yes,3,108,others,"North Indian, Chinese",1400,Dine-out,Indiranagar
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4,91,others,others,2400,Dine-out,Indiranagar
The Lobby Brew - Conrad Bengaluru,No,Yes,3,25,Cafe,others,2200,Dine-out,Indiranagar
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3,53,Dessert Parlor,Desserts,600,Dine-out,Indiranagar
Paratha Xpress,Yes,No,3,7,Quick Bites,"North Indian, Chinese",200,Dine-out,Indiranagar
The Chocolate Heaven,Yes,No,3,135,others,others,700,Dine-out,Indiranagar
Simhapuri Mess,No,No,3,39,others,North Indian,300,Dine-out,Indiranagar
Ginseng - Royal Orchid Hotel,No,Yes,4,170,others,others,1900,Dine-out,Indiranagar
Budget Food,Yes,Yes,3,43,Casual Dining,"North Indian, Biryani",700,Dine-out,Indiranagar
Kadamba Foodline,Yes,No,3,28,Casual Dining,others,400,Dine-out,Indiranagar
Shankar's Kitchen,No,No,3,0,Quick Bites,others,120,Dine-out,Indiranagar
Aishwarya Uphar,No,No,3,0,Quick Bites,"South Indian, North Indian",150,Dine-out,Indiranagar
